Dist Name,Indicator 1 Definition,Indicator 2,Prov Name,Continuous 1,Geometry,Latitude (generated),Longitude (generated)
Kama,Number of persons excluding nomadic population (according to official estimates),,Nangarhar,"79,769.00",Polygon,34.4467759,70.6812799
Kaldar,Number of persons excluding nomadic population (according to official estimates),,Balkh,"20,736.00",Polygon,37.11149365,67.5201176
Kalakan,Number of persons excluding nomadic population (according to official estimates),,Kabul,"31,468.00",Polygon,34.76238567,69.16079019
Kalafgan,Number of persons excluding nomadic population (according to official estimates),,Takhar,"36,592.00",Polygon,36.78000197,69.90801488
Kakar,Number of persons excluding nomadic population (according to official estimates),,Zabul,"25,004.00",Polygon,32.83568338,67.1489957
Kajran,Number of persons excluding nomadic population (according to official estimates),,Daykundi,"36,348.00",Polygon,33.2257339,65.61846454
Kajaki,Number of persons excluding nomadic population (according to official estimates),,Hilmand,"74,037.00",Polygon,32.56688887,64.97996905
Kahmard,Number of persons excluding nomadic population (according to official estimates),,Bamyan,"37,689.00",Polygon,35.34037337,67.74925769
Kabul,Number of persons excluding nomadic population (according to official estimates),,Kabul,"3,817,241.00",Polygon,34.52791306,69.16907365
Jorm,Number of persons excluding nomadic population (according to official estimates),,Badakhshan,"39,083.00",Polygon,36.72477508,70.89802015
Jawand,Number of persons excluding nomadic population (according to official estimates),,Badghes,"81,843.00",Polygon,34.97206638,64.27470171
Janikhel,Number of persons excluding nomadic population (according to official estimates),,Paktya,"36,226.00",Polygon,33.6266899,69.83348751
Janikhel,Number of persons excluding nomadic population (according to official estimates),,Pakteka,"24,882.00",Polygon,32.72021859,68.45252795
Jalrez,Number of persons excluding nomadic population (according to official estimates),,Maydanwardag,"55,009.00",Polygon,34.52144176,68.58938667
Jalalabad,Number of persons excluding nomadic population (according to official estimates),,Nangarhar,"232,901.00",,,
Jajimaydan,Number of persons excluding nomadic population (according to official estimates),,Khost,"25,004.00",Polygon,33.612562,70.07218626
Jaji,Number of persons excluding nomadic population (according to official estimates),,Paktya,"65,377.00",Polygon,33.95403442,69.69736701
Jaghori,Number of persons excluding nomadic population (according to official estimates),,Ghazni,"183,201.00",Polygon,33.09056009,67.50536058
Jaghato,Number of persons excluding nomadic population (according to official estimates),,Maydanwardag,"47,447.00",Polygon,33.8124082,68.36495289
Jaghato,Number of persons excluding nomadic population (according to official estimates),,Ghazni,"32,932.00",Polygon,33.55744494,68.12638664
Jabalussaraj,Number of persons excluding nomadic population (according to official estimates),,Parwan,"66,374.00",Polygon,35.12966016,69.20204436
Istalif,Number of persons excluding nomadic population (according to official estimates),,Kabul,"34,884.00",Polygon,34.85007561,69.01851691
Ishkmish,Number of persons excluding nomadic population (according to official estimates),,Takhar,"61,230.00",Polygon,36.39020274,69.3865055
Injel,Number of persons excluding nomadic population (according to official estimates),,Hirat,"253,823.00",Polygon,34.41166878,62.20772897
Imamsahib,Number of persons excluding nomadic population (according to official estimates),,Kunduz,"208,981.00",Polygon,37.07431441,68.85110233
Hisarak,Number of persons excluding nomadic population (according to official estimates),,Nangarhar,"31,956.00",Polygon,34.24617034,69.74354296
Hisa-e- Duwum-e- Kohistan,Number of persons excluding nomadic population (according to official estimates),,Kapisa,"46,715.00",Polygon,35.06916859,69.3280343
Hisa-e- Awal-e- Kohistan,Number of persons excluding nomadic population (according to official estimates),,Kapisa,"70,622.00",Polygon,35.13594179,69.33493524
Hisa-e- Awal-e- Bihsod,Number of persons excluding nomadic population (according to official estimates),,Maydanwardag,"38,421.00",Polygon,34.48204625,68.17458491
Hirat,Number of persons excluding nomadic population (according to official estimates),,Hirat,"491,967.00",Polygon,34.39599214,62.23105288
Hazrat-e- Sultan,Number of persons excluding nomadic population (according to official estimates),,Samangan,"42,934.00",Polygon,36.33648418,67.86791072
Hazarsumoch,Number of persons excluding nomadic population (according to official estimates),,Takhar,"14,270.00",Polygon,36.91786009,69.58604145
Gyan,Number of persons excluding nomadic population (according to official estimates),,Pakteka,"36,104.00",Polygon,32.96452175,69.41632814
Guzargah-e- Nor,Number of persons excluding nomadic population (according to official estimates),,Baghlan,"10,490.00",Polygon,36.23906881,69.56989715
Guzara,Number of persons excluding nomadic population (according to official estimates),,Hirat,"152,342.00",Polygon,34.04095153,62.01387794
Gurbuz,Number of persons excluding nomadic population (according to official estimates),,Khost,"27,200.00",Polygon,33.20547109,69.92075641
Gulran,Number of persons excluding nomadic population (according to official estimates),,Hirat,"97,700.00",Polygon,35.1114658,61.695729
Gulistan,Number of persons excluding nomadic population (according to official estimates),,Farah,"45,008.00",Polygon,32.60598438,63.58701667
Guldara,Number of persons excluding nomadic population (according to official estimates),,Kabul,"23,784.00",Polygon,34.75545145,68.99722483
Goshta,Number of persons excluding nomadic population (according to official estimates),,Nangarhar,"28,298.00",Polygon,34.45550382,70.87718812
Gosfandi,Number of persons excluding nomadic population (according to official estimates),,Sar-e-Pul,"58,790.00",Polygon,35.91510591,66.57770786
Gomal,Number of persons excluding nomadic population (according to official estimates),,Pakteka,"8,050.00",Polygon,32.39396983,68.98188701
Ghoryan,Number of persons excluding nomadic population (according to official estimates),,Hirat,"92,670.00",Polygon,34.13368015,61.05375114
Ghormach,Number of persons excluding nomadic population (according to official estimates),,Badghes,"57,205.00",Polygon,35.73412112,63.81163434
Ghorband,Number of persons excluding nomadic population (according to official estimates),,Parwan,"100,383.00",Polygon,34.98705818,68.79934135
Ghorak,Number of persons excluding nomadic population (according to official estimates),,Kandahar,"10,002.00",Polygon,32.09000986,65.19794244
Ghazni,Number of persons excluding nomadic population (according to official estimates),,Ghazni,"169,929.00",Polygon,33.5418067,68.44199146
Ghaziabad,Number of persons excluding nomadic population (according to official estimates),,Kunarha,"19,393.00",Polygon,35.20986332,71.32077107
Gezab,Number of persons excluding nomadic population (according to official estimates),,Uruzgan,"70,307.00",Polygon,33.33567072,66.44806891
Gero,Number of persons excluding nomadic population (according to official estimates),,Ghazni,"37,933.00",Polygon,33.06445734,68.37354714
Gelan,Number of persons excluding nomadic population (according to official estimates),,Ghazni,"60,010.00",Polygon,32.69335025,67.67018327
Garzewan,Number of persons excluding nomadic population (according to official estimates),,Faryab,"78,672.00",Polygon,35.6212534,65.32088604
Garmser,Number of persons excluding nomadic population (according to official estimates),,Hilmand,"91,235.00",Polygon,30.43525088,64.2451311
Gardez,Number of persons excluding nomadic population (according to official estimates),,Paktya,"87,219.00",Polygon,33.59986417,69.22934288
Firinggharo,Number of persons excluding nomadic population (according to official estimates),,Baghlan,"17,198.00",Polygon,36.15504902,69.6896146
Feroznakhcher,Number of persons excluding nomadic population (according to official estimates),,Samangan,"13,539.00",Polygon,36.46887788,67.55423892
Ferozkoh,Number of persons excluding nomadic population (according to official estimates),,Ghor,"140,829.00",Polygon,34.7354022,65.37063408
Fayzabad,Number of persons excluding nomadic population (according to official estimates),,Jawzjan,"43,178.00",Polygon,36.73986001,66.36195769
Fayzabad,Number of persons excluding nomadic population (according to official estimates),,Badakhshan,"70,004.00",Polygon,37.21702189,70.62814999
Farza,Number of persons excluding nomadic population (according to official estimates),,Kabul,"22,321.00",Polygon,34.79164781,69.01191183
Farsi,Number of persons excluding nomadic population (according to official estimates),,Hirat,"31,834.00",Polygon,33.85423079,63.28410011
Farkhar,Number of persons excluding nomadic population (according to official estimates),,Takhar,"48,637.00",Polygon,36.47726539,69.96327341
Farah,Number of persons excluding nomadic population (according to official estimates),,Farah,"116,639.00",Polygon,32.23407957,62.22293166
Eshkashem,Number of persons excluding nomadic population (according to official estimates),,Badakhshan,"14,392.00",Polygon,36.87976428,71.44928238
Durbaba,Number of persons excluding nomadic population (according to official estimates),,Nangarhar,"24,150.00",Polygon,34.09884169,70.94370892
Doshi,Number of persons excluding nomadic population (according to official estimates),,Baghlan,"69,402.00",Polygon,35.58200363,68.66170296
DoLayna,Number of persons excluding nomadic population (according to official estimates),,Ghor,"37,445.00",Polygon,34.07279124,64.8610743
Doab,Number of persons excluding nomadic population (according to official estimates),,Noristan,"8,172.00",Polygon,35.21612849,70.35287997
Desho,Number of persons excluding nomadic population (according to official estimates),,Hilmand,"21,223.00",Polygon,29.85334703,63.25925489
Dela,Number of persons excluding nomadic population (according to official estimates),,Pakteka,"26,102.00",Polygon,32.61766294,68.12329404
Dehyak,Number of persons excluding nomadic population (according to official estimates),,Ghazni,"50,740.00",Polygon,33.48358899,68.70291313
Dehsalah,Number of persons excluding nomadic population (according to official estimates),,Baghlan,"33,176.00",Polygon,35.76312355,69.3097955
Dehsabz,Number of persons excluding nomadic population (according to official estimates),,Kabul,"56,107.00",Polygon,34.63562818,69.3250305
Dehrawud,Number of persons excluding nomadic population (according to official estimates),,Uruzgan,"63,457.00",Polygon,32.63596933,65.49823498
Dehdadi,Number of persons excluding nomadic population (according to official estimates),,Balkh,"70,012.00",Polygon,36.64303256,67.02126363
Dehbala,Number of persons excluding nomadic population (according to official estimates),,Nangarhar,"41,836.00",Polygon,34.09234174,70.44920306
Daymerdad,Number of persons excluding nomadic population (according to official estimates),,Maydanwardag,"32,200.00",Polygon,34.20283271,68.32323678
Daychopan,Number of persons excluding nomadic population (according to official estimates),,Zabul,"40,861.00",Polygon,32.6227235,66.69093086
Dawlatyar,Number of persons excluding nomadic population (according to official estimates),,Ghor,"33,908.00",Polygon,34.62261585,65.78999721
Dawlatshah,Number of persons excluding nomadic population (according to official estimates),,Laghman,"34,518.00",Polygon,35.03590959,70.00979031
Dawlatabad,Number of persons excluding nomadic population (according to official estimates),,Faryab,"50,539.00",Polygon,36.522791,65.0619294
Dawlatabad,Number of persons excluding nomadic population (according to official estimates),,Balkh,"109,057.00",Polygon,37.03558429,66.73030058
Dasht-e-Archi,Number of persons excluding nomadic population (according to official estimates),,Kunduz,"87,963.00",Polygon,36.94046314,69.18003161
Dasht-e- Qala,Number of persons excluding nomadic population (according to official estimates),,Takhar,"33,176.00",Polygon,37.19670872,69.50350477
Darzab,Number of persons excluding nomadic population (according to official estimates),,Jawzjan,"51,025.00",Polygon,36.0669039,65.33417947
Darwaz-e-Balla,Number of persons excluding nomadic population (according to official estimates),,Badakhshan,"27,444.00",Polygon,38.06828624,71.11760139
Darwaz,Number of persons excluding nomadic population (according to official estimates),,Badakhshan,"24,028.00",Polygon,38.22078259,70.89506974
Darqad,Number of persons excluding nomadic population (according to official estimates),,Takhar,"27,932.00",Polygon,37.41166301,69.52156156
Darayem,Number of persons excluding nomadic population (according to official estimates),,Badakhshan,"63,913.00",Polygon,36.89250526,70.41204417
Dara-e-Pech,Number of persons excluding nomadic population (according to official estimates),,Kunarha,"56,717.00",Polygon,34.93147345,70.91137874
Dara-e-Nor,Number of persons excluding nomadic population (according to official estimates),,Nangarhar,"41,836.00",Polygon,34.7174016,70.59952679
Dara-e- Sof-e- Payin,Number of persons excluding nomadic population (according to official estimates),,Samangan,"74,159.00",Polygon,35.94853204,67.29789411
Dara-e Sof-e-Bala,Number of persons excluding nomadic population (according to official estimates),,Samangan,"67,084.00",Polygon,35.60709789,67.25431439
Dara,Number of persons excluding nomadic population (according to official estimates),,Panjsher,"14,392.00",Polygon,35.23326939,69.74606251
Dangam,Number of persons excluding nomadic population (according to official estimates),,Kunarha,"17,564.00",Polygon,35.01563062,71.44618948
Dand wa Patan,Number of persons excluding nomadic population (according to official estimates),,Paktya,"27,564.00",Polygon,33.80926702,69.90195475
Daman,Number of persons excluding nomadic population (according to official estimates),,Kandahar,"35,982.00",Polygon,31.15601104,65.74115178
Dahana-e-Ghori,Number of persons excluding nomadic population (according to official estimates),,Baghlan,"61,118.00",Polygon,35.81911482,68.42162034
Chora,Number of persons excluding nomadic population (according to official estimates),,Uruzgan,"53,057.00",Polygon,33.02257971,66.23968869
Chisht-e-Sharef,Number of persons excluding nomadic population (according to official estimates),,Hirat,"24,638.00",Polygon,34.37201692,63.76844201
Chimtal,Number of persons excluding nomadic population (according to official estimates),,Balkh,"95,138.00",Polygon,36.52038134,66.60375612
Chenarto,Number of persons excluding nomadic population (according to official estimates),,Uruzgan,"53,057.00",Polygon,32.66781758,66.26182657
Chawkay,Number of persons excluding nomadic population (according to official estimates),,Kunarha,"37,080.00",Polygon,34.74548064,70.86273285
Charsada,Number of persons excluding nomadic population (according to official estimates),,Ghor,"28,420.00",Polygon,35.1152344,65.01751844
Charkint,Number of persons excluding nomadic population (according to official estimates),,Balkh,"46,105.00",Polygon,36.34826617,67.26787741
Charkh,Number of persons excluding nomadic population (according to official estimates),,Logar,"46,105.00",Polygon,33.82276634,68.9039565
Charekar,Number of persons excluding nomadic population (according to official estimates),,Parwan,"184,229.00",Polygon,34.95563158,69.12088191
Chardarah,Number of persons excluding nomadic population (according to official estimates),,Kunduz,"76,232.00",Polygon,36.66256843,68.57527163
Charburjak,Number of persons excluding nomadic population (according to official estimates),,Nemroz,"27,444.00",Polygon,30.11331799,62.07390318
Charbolak,Number of persons excluding nomadic population (according to official estimates),,Balkh,"84,038.00",Polygon,36.82381452,66.59719887
Chaparhar,Number of persons excluding nomadic population (according to official estimates),,Nangarhar,"62,572.00",Polygon,34.29802731,70.36742184
Chapadara,Number of persons excluding nomadic population (according to official estimates),,Kunarha,"32,200.00",Polygon,34.90113841,70.70064475
Chamkani,Number of persons excluding nomadic population (according to official estimates),,Paktya,"51,838.00",Polygon,33.79351376,69.79115921
Chal,Number of persons excluding nomadic population (according to official estimates),,Takhar,"29,273.00",Polygon,36.47407984,69.56207757
Chakhansor,Number of persons excluding nomadic population (according to official estimates),,Nemroz,"24,638.00",Polygon,31.37518398,62.4866544
Chak,Number of persons excluding nomadic population (according to official estimates),,Maydanwardag,"87,576.00",Polygon,34.08540435,68.51619184
Chaharasyab,Number of persons excluding nomadic population (according to official estimates),,Kabul,"38,055.00",Polygon,34.39308391,69.08462039
Chahab,Number of persons excluding nomadic population (according to official estimates),,Takhar,"82,044.00",MultiPolygon,37.42626876,69.92844123
Borka,Number of persons excluding nomadic population (according to official estimates),,Baghlan,"24,760.00",Polygon,36.26530442,69.16120788
Birmil,Number of persons excluding nomadic population (according to official estimates),,Pakteka,"36,104.00",Polygon,32.72411981,69.31547677
Bilcheragh,Number of persons excluding nomadic population (according to official estimates),,Faryab,"54,155.00",Polygon,35.87633728,65.39860871
Bihsod,Number of persons excluding nomadic population (according to official estimates),,Nangarhar,"117,946.00",Polygon,34.42390485,70.52049442
Bazarak,Number of persons excluding nomadic population (according to official estimates),,Panjsher,"19,515.00",Polygon,35.3834494,69.49763187
Batikot,Number of persons excluding nomadic population (according to official estimates),,Nangarhar,"78,550.00",Polygon,34.30482902,70.72124297
Barkunar,Number of persons excluding nomadic population (according to official estimates),,Kunarha,"22,808.00",Polygon,35.06243831,71.39241545
Barg-e- Matal,Number of persons excluding nomadic population (according to official estimates),,Noristan,"16,100.00",Polygon,35.75671619,71.2296781
Barakibarak,Number of persons excluding nomadic population (according to official estimates),,Logar,"90,972.00",Polygon,33.90193268,68.89287281
Bangi,Number of persons excluding nomadic population (according to official estimates),,Takhar,"36,470.00",Polygon,36.61651061,69.33667688
Bamyan,Number of persons excluding nomadic population (according to official estimates),,Bamyan,"86,766.00",Polygon,34.75569525,67.64039074
Balkhab,Number of persons excluding nomadic population (according to official estimates),,Sar-e-Pul,"52,204.00",Polygon,35.48452463,66.58343003
Balkh,Number of persons excluding nomadic population (according to official estimates),,Balkh,"124,558.00",Polygon,36.80765278,66.88176504
Balabulok,Number of persons excluding nomadic population (according to official estimates),,Farah,"74,159.00",Polygon,32.73779863,62.70082957
Bakwa,Number of persons excluding nomadic population (according to official estimates),,Farah,"36,836.00",Polygon,32.22492982,62.86412339
Bak,Number of persons excluding nomadic population (according to official estimates),,Khost,"22,930.00",Polygon,33.54617877,70.03851786
Baharak,Number of persons excluding nomadic population (according to official estimates),,Takhar,"32,078.00",Polygon,36.8726374,69.41469163
Baharak,Number of persons excluding nomadic population (according to official estimates),,Badakhshan,"29,883.00",Polygon,37.01732911,70.91062271
Bagrami,Number of persons excluding nomadic population (according to official estimates),,Kabul,"57,571.00",Polygon,34.48911962,69.3054182
Bagram,Number of persons excluding nomadic population (according to official estimates),,Parwan,"107,579.00",Polygon,34.90567119,69.37771596
Baghran,Number of persons excluding nomadic population (according to official estimates),,Hilmand,"67,147.00",Polygon,33.15162544,65.15284317
Baghlan-e-Jadid,Number of persons excluding nomadic population (according to official estimates),,Baghlan,"180,421.00",Polygon,36.29733887,68.72049744
Azra,Number of persons excluding nomadic population (according to official estimates),,Logar,"21,101.00",Polygon,34.04453532,69.66123203
Aybak,Number of persons excluding nomadic population (according to official estimates),,Samangan,"108,098.00",Polygon,36.23510285,68.23777662
Atghar,Number of persons excluding nomadic population (according to official estimates),,Zabul,"9,026.00",Polygon,31.72759869,67.33123997
Ashtarlay,Number of persons excluding nomadic population (according to official estimates),,Daykundi,"49,398.00",Polygon,34.07237087,66.34568838
Asadabad,Number of persons excluding nomadic population (according to official estimates),,Kunarha,"34,889.00",Polygon,34.8598832,71.11706394
Argo,Number of persons excluding nomadic population (according to official estimates),,Badakhshan,"81,355.00",Polygon,37.03100177,70.41385213
Arghistan,Number of persons excluding nomadic population (according to official estimates),,Kandahar,"35,738.00",Polygon,31.54657763,66.64743153
Arghanjkhwa,Number of persons excluding nomadic population (according to official estimates),,Badakhshan,"16,710.00",Polygon,37.36657728,70.97067185
Arghandab,Number of persons excluding nomadic population (according to official estimates),,Zabul,"33,908.00",Polygon,32.49933186,66.91966429
Arghandab,Number of persons excluding nomadic population (according to official estimates),,Kandahar,"64,279.00",Polygon,31.72368344,65.62892087
Aqcha,Number of persons excluding nomadic population (according to official estimates),,Jawzjan,"79,515.00",Polygon,36.7122053,66.18446996
Andkhoy,Number of persons excluding nomadic population (according to official estimates),,Faryab,"42,143.00",Polygon,36.84089118,65.29010295
Andarab,Number of persons excluding nomadic population (according to official estimates),,Baghlan,"26,468.00",Polygon,35.6047409,69.18751267
Andar,Number of persons excluding nomadic population (according to official estimates),,Ghazni,"129,412.00",Polygon,33.29615173,68.45239349
Anardara,Number of persons excluding nomadic population (according to official estimates),,Farah,"28,907.00",Polygon,32.70864516,61.60686272
Almar,Number of persons excluding nomadic population (according to official estimates),,Faryab,"72,939.00",Polygon,35.81081002,64.38369142
Alishang,Number of persons excluding nomadic population (according to official estimates),,Laghman,"74,037.00",Polygon,34.8664288,70.07218285
Alingar,Number of persons excluding nomadic population (according to official estimates),,Laghman,"100,383.00",Polygon,34.83303815,70.4257052
Aliabad,Number of persons excluding nomadic population (according to official estimates),,Kunduz,"48,910.00",Polygon,36.54855767,68.83705457
Alasay,Number of persons excluding nomadic population (according to official estimates),,Kapisa,"39,275.00",Polygon,34.91667175,69.81342229
Ajristan,Number of persons excluding nomadic population (according to official estimates),,Ghazni,"29,883.00",Polygon,33.5200517,67.09681015
Ahmadaba,Number of persons excluding nomadic population (according to official estimates),,Paktya,"28,908.00",Polygon,33.78492159,69.34575818
Adraskan,Number of persons excluding nomadic population (according to official estimates),,Hirat,"55,741.00",Polygon,33.72014986,61.81646774
Achen,Number of persons excluding nomadic population (according to official estimates),,Nangarhar,"104,042.00",Polygon,34.05665273,70.65037138
Abkamari,Number of persons excluding nomadic population (according to official estimates),,Badghes,"76,354.00",Polygon,35.01363786,62.96645858
Abband,Number of persons excluding nomadic population (according to official estimates),,Ghazni,"28,542.00",Polygon,32.89367874,68.07140812
